id,original_name,image_file,qwen_reasoning,qwen_era,qwen_culture,qwen_decoration,qwen_shape_feature,qwen_texture,qwen_root_shape,qwen_name
25386860317641CFBFD827B29AEAADC6,新石器时代大汶口文化红陶钵,25386860317641CFBFD827B29AEAADC6_0.jpg,器物为敞口、浅腹、圜底的宽沿碗状器，表面呈红褐色，质地粗糙可见砂粒，属夹砂红褐陶；无明显纹饰或附加特征，整体风格简洁，符合大汶口文化中晚期常见素面夹砂红陶钵的典型形制。,新石器时代,大汶口文化,,,夹砂红褐陶,钵,新石器时代大汶口文化夹砂红褐陶钵
4e378b90ef6844c6bf8bce31c1af2015,新石器时代龙山文化黑陶三足小壶,4e378b90ef6844c6bf8bce31c1af2015_0.jpg,器物呈深灰色至黑色，表面粗糙可见砂粒，属夹砂黑陶；器身近球形，底部有三个矮小实足，口部微敛，整体为典型三足小壶造型；无明显纹饰或彩绘，但龙山文化晚期常见此类素面夹砂黑陶三足器，结合形制与质地判断为龙山文化遗存。,新石器时代,龙山文化,,三足,夹砂黑陶,小壶,新石器时代龙山文化夹砂黑陶三足小壶
DCB32E650BE041EF9F0E655E792CE0FF,新石器时代大汶口文化陶杯,DCB32E650BE041EF9F0E655E792CE0FF_0.jpg,该器为直筒形小口容器，胎体较薄，表面可见修复痕迹与原始灰白色陶胎，无明显纹饰或附加装饰；质地细腻、未见砂粒，应为泥质陶；整体呈浅灰至灰白色，属典型龙山文化晚期或岳石文化早期素面泥质灰陶杯，但因缺乏典型文化特征（如黑陶、蛋壳陶、刻画符号等），文化归属存疑；器型为直腹小口筒形杯，常见于新石器时代晚期至夏商之际。,新石器时代晚期,,,直筒,泥质灰陶,杯,新石器时代晚期泥质灰陶直筒杯
6923A2804F9E4DCF8A6D168EF1FE6E16,新石器时代大汶口文化红褐陶镂孔高柄豆,6923A2804F9E4DCF8A6D168EF1FE6E16_0.jpg,该器为高柄豆形制，浅盘、细高圈足，表面呈红褐色，胎体较粗糙可见砂粒，属夹砂陶；盘沿与足部有白色涂饰（似白陶衣或后期修复残留），但无明确绳纹、彩绘或镂孔等装饰；器型特征典型为‘高柄豆’，结合形制与地域风格，高度相似于大汶口文化中晚期遗存。,新石器时代,大汶口文化,白陶衣,高柄,夹砂红褐陶,豆,新石器时代大汶口文化白陶衣夹砂红褐陶高柄豆
C686D09D28E64D8CA66E891162A640C6,新石器时代大汶口文化白陶豆,C686D09D28E64D8CA66E891162A640C6_0.jpg,器物为高柄、浅盘状，盘口外撇呈花瓣形（双耳状缺口），通体呈灰白色，质地细腻无明显砂粒，属典型白陶；形制符合大汶口文化晚期至龙山文化早期的白陶豆特征，尤其花瓣形口沿与高圈足为大汶口文化白陶豆典型样式。,新石器时代,大汶口文化,,花瓣形口、高柄,白陶,豆,新石器时代大汶口文化白陶花瓣形口高柄豆
aa1051a96d4341a58c1692e28fd36a77,新石器时代大汶口文化陶匜,aa1051a96d4341a58c1692e28fd36a77_0.jpg,器物为浅腹、斜壁、平底、一侧有流口的椭圆形敞口器，形制符合‘匜’的典型特征；质地为灰陶，表面无明显纹饰或彩绘，胎体较致密，应属泥质灰陶；结合山东地区考古背景及器型，推测为新石器时代晚期大汶口文化遗存（大汶口文化常见此类陶匜，如泰安大汶口遗址出土同类器）。,新石器时代,大汶口文化,,单流,泥质灰陶,匜,新石器时代大汶口文化泥质灰陶单流匜
C53F88D8EE1F4C109EBF2ECE8F10C1E2,新石器时代龙山文化黑陶杯,C53F88D8EE1F4C109EBF2ECE8F10C1E2_0.jpg,器物为红褐色陶质，表面粗糙可见砂粒，属夹砂陶；器身无明显纹饰或彩绘，仅局部有黑斑（可能为烧制烟炱或后期附着，非有意装饰）；整体呈直筒状、口部微侈、无耳无足，形制简洁，符合新石器时代晚期常见陶杯特征；结合形制与质地，推测为龙山文化早期或中原地区同类遗存，但缺乏典型龙山黑陶特征（如轮制精细、漆黑光亮），更接近仰韶晚期至龙山过渡阶段的夹砂红褐陶杯。,新石器时代晚期,龙山文化（存疑，或属仰韶向龙山过渡类型）,,,夹砂红褐陶,杯,新石器时代晚期夹砂红褐陶杯
81EA8CF1E02D4685B92759674D825C9B,新石器时代大汶口文化彩陶壶,81EA8CF1E02D4685B92759674D825C9B_0.jpg,该陶器为红陶胎，表面施彩绘，纹饰为典型的花瓣纹（或称四瓣花、八瓣花组合纹），由黑、橙红、白（或浅黄）三色构成几何化花瓣图案，器身圆鼓、短颈、小口、无耳，属典型新石器时代中晚期彩陶风格；结合花瓣纹与器型特征，高度吻合大汶口文化中晚期彩陶壶的典型样式。,新石器时代,大汶口文化,彩绘花瓣纹,,泥质红陶,壶,新石器时代大汶口文化彩绘花瓣纹泥质红陶壶
7381B59099494F22BDDE6C831864BF4A,新石器时代红陶拍,7381B59099494F22BDDE6C831864BF4A_0.jpg,该器物为红陶质地，表面无明显纹饰或彩绘，但器身中部有一明显镂孔，整体呈上窄下宽的筒状，口部略外侈，底部微鼓，形制类似拍击乐器或哨类器物；结合新石器时代晚期常见陶拍（用于拍打陶坯整形）或陶哨特征，其镂孔功能可能为发声或系绳，材质为泥质红陶（表面较细腻，未见明显沙粒），年代应属新石器时代晚期，文化归属不典型，暂不指定具体文化。,新石器时代,,镂孔,筒形、中腹镂孔,红陶,拍,新石器时代镂孔红陶筒形拍
544C90C24F2A47B4A585EDDF260B3F78,新石器时代大汶口文化红陶鼎,544C90C24F2A47B4A585EDDF260B3F78_0.jpg,该陶器为三足器，腹部鼓起、口沿外侈，具有典型鼎的形制；胎体较厚，表面可见砂粒，属夹砂陶；整体呈红褐色，局部有白色修复痕迹（非原始装饰），无明显纹饰；结合其三足、圜底、宽沿特征及地域风格，应属新石器时代大汶口文化常见夹砂红褐陶鼎。,新石器时代,大汶口文化,,三足,夹砂红褐陶,鼎,新石器时代大汶口文化夹砂红褐陶三足鼎
6B48E9722D25468A923E22FC095C8C7A,新石器时代龙山文化陶片,6B48E9722D25468A923E22FC095C8C7A_0.jpg,陶片呈灰褐色，胎体较厚且表面可见细小砂粒，属夹砂质地；无明显彩绘、绳纹或附加堆纹等装饰痕迹；器形残片中可见弧腹与平底特征，但无法确认具体器型；结合出土编号（如‘T203’‘M1’）及典型龙山文化晚期遗存特征，暂定为龙山文化夹砂灰褐陶残片。,新石器时代,龙山文化,,,夹砂灰褐陶,陶片,新石器时代龙山文化夹砂灰褐陶陶片
AE10483F3F6D4015A36702E47ED4B33B,新石器时代大汶口文化红灰陶器,AE10483F3F6D4015A36702E47ED4B33B_0.jpg,器物为红陶质地，表面光滑无明显沙粒，应为泥质红陶；器身两侧有对称小耳，腹部有一横向附加堆纹（似短条状堆塑），口部微侈、颈略收、腹鼓，整体呈小罐形；该类双耳加附加堆纹的红陶罐常见于大汶口文化中晚期，属典型器型。,新石器时代,大汶口文化,附加堆纹,双耳,泥质红陶,罐,新石器时代大汶口文化附加堆纹双耳泥质红陶罐
D6C7B5CDD9364ADF88067B37949DEEE2,新石器时代大汶口文化夹砂灰陶鼎,D6C7B5CDD9364ADF88067B37949DEEE2_0.jpg,器物为三足小容器，胎体较厚、表面粗糙可见砂粒，呈灰黑色调，属夹砂灰陶；无明显纹饰或彩绘；形制为敞口、深腹、三矮足，符合鼎的基本特征，但体量较小，可能为炊煮或盛食器；三足形态与大汶口文化晚期至龙山文化早期小型陶鼎相似，但缺乏典型文化标识（如附加堆纹、镂孔等），故文化归属暂不明确，仅可定为新石器时代。,新石器时代,,,三足,夹砂灰陶,鼎,新石器时代夹砂灰陶三足鼎
31c779da084f4f71b396a7572b806e07,新石器时代大汶口文化红陶鬶,31c779da084f4f71b396a7572b806e07_0.jpg,该器为典型三足、流、鋬结构，通体呈红褐色，胎质较粗可见砂粒，属夹砂红陶；无明显纹饰或彩绘；形制为鬶，特征符合大汶口文化中晚期典型鬶的造型（流短而上翘、袋足瘦长、单鋬），与山东地区出土大汶口文化红陶鬶高度一致。,新石器时代,大汶口文化,,三足、流、单鋬,夹砂红陶,鬶,新石器时代大汶口文化夹砂红陶三足流鋬鬶
8A1028CBEAE34F778664D0EBEBA52D04,新石器时代龙山文化夹砂灰褐陶器盖,8A1028CBEAE34F778664D0EBEBA52D04_0.jpg,该器物为扁平片状，一端有穿孔钮，表面粗糙可见砂粒，呈灰褐色，无明显纹饰或彩绘，形制符合新石器时代晚期龙山文化常见陶器盖特征；穿孔钮为典型器盖提手结构，整体为夹砂灰褐陶质地。,新石器时代,龙山文化,,带钮,夹砂灰褐陶,器盖,新石器时代龙山文化夹砂灰褐陶带钮器盖
BA2556228C1641DE87441D3A1B4ECA0F,新石器时代大汶口文化红陶折腹鼎,BA2556228C1641DE87441D3A1B4ECA0F_0.jpg,该陶器为三足器，腹部外鼓、上部内收呈折腹状，口沿外侈，胎体较厚，表面粗糙可见砂粒，整体呈红褐色，属典型夹砂红陶；三足粗壮略呈锥形，无明显纹饰或附加装饰，形制与大汶口文化中晚期常见鼎类器物高度吻合。,新石器时代,大汶口文化,,三足、折腹,夹砂红陶,鼎,新石器时代大汶口文化夹砂红陶三足折腹鼎
93285FEDF4C24134A1B6418E01BAF81D,新石器时代夹砂黑陶鼎,93285FEDF4C24134A1B6418E01BAF81D_0.jpg,器物为深灰至黑色陶质，表面粗糙可见砂粒，属夹砂黑陶；器形矮胖，口沿外侈，腹鼓，下承矮圈足或平底（图中底部较厚实，无明显三足），整体无耳、无柄、无典型纹饰，仅见数道弦纹（肩部凹弦纹），但弦纹非主要装饰特征，故不列于decoration；结合山东地区考古背景及器型，应为新石器时代晚期常见炊器或盛器，形制近似‘鼎’但无足，更准确应为‘罐’或‘钵’；然原表称‘鼎’有误——鼎必有三足或四足，此器无足，实为平底罐或小瓮；参考山东龙山文化典型夹砂黑陶罐特征，暂定为龙山文化。,新石器时代,龙山文化,,,夹砂黑陶,罐,新石器时代龙山文化夹砂黑陶罐
99df56fec34a4a838f64674a9bd4902c,新石器时代龙山文化陶壶,99df56fec34a4a838f64674a9bd4902c_0.jpg,器物为灰褐色陶质，表面粗糙可见砂粒，属夹砂陶；无明显纹饰、附加堆纹或彩绘；器形为小口、短颈、鼓腹、平底，典型储盛类容器，符合‘壶’的通称特征；整体风格朴素，与龙山文化晚期常见夹砂灰陶壶形制吻合，但缺乏典型黑陶、蛋壳陶或绳纹等强标识特征，故文化归属谨慎定为龙山文化（新石器时代晚期）。,新石器时代,龙山文化,,,夹砂灰陶,壶,新石器时代龙山文化夹砂灰陶壶
9be4a9ea64e64fa5aa98095655c75e0a,新石器时代龙山文化黑陶壶,9be4a9ea64e64fa5aa98095655c75e0a_0.jpg,器物为灰黑色陶质，表面粗糙可见砂粒，属夹砂陶；无明显纹饰、附加堆纹或彩绘；器形为小口、短颈、鼓腹、平底，整体呈矮胖壶形，符合龙山文化晚期常见夹砂灰陶壶特征；口沿略有残损，但轮廓清晰。,新石器时代,龙山文化,,,夹砂灰陶,壶,新石器时代龙山文化夹砂灰陶壶
93114E8CD1E64854A7D5F3F1B36F058D,新石器时代龙山文化灰褐陶器盒,93114E8CD1E64854A7D5F3F1B36F058D_0.jpg,器物为倒置的浅腹敞口器，胎体较厚，表面可见明显绳纹（呈斜向或横向压印的绳索状痕迹），局部有白色修复痕迹；质地粗糙、含砂粒，呈灰褐色，属夹砂灰褐陶；器形似覆碗状，应为器盖而非器盒（器盒通常为带盖容器组合，单件此形态更可能为盖）；绳纹是龙山文化常见特征，但亦见于晚期大汶口或仰韶晚期，结合灰褐陶与绳纹风格，暂定为龙山文化典型遗存。,新石器时代,龙山文化,绳纹,,夹砂灰褐陶,盖,新石器时代龙山文化绳纹夹砂灰褐陶盖
0C3A340B8DAF44F59701B2005E272F21,新石器时代龙山文化黑陶鼎,0C3A340B8DAF44F59701B2005E272F21_0.jpg,该器为三足炊器，腹较深、口沿外侈，足呈锥状实心（非袋足），胎体较厚且表面粗糙可见砂粒，属夹砂陶；整体呈灰黑至黑褐色，内壁近口沿处有白色涂饰（似白陶衣或石灰浆涂抹），但无明显绳纹、彩绘等装饰；形制与龙山文化典型黑陶鼎高度吻合，尤其三足粗壮、腹部鼓起的特征符合山东龙山文化晚期鼎类器物。,新石器时代,龙山文化,"黑衣, 白陶衣（内壁）",三足,夹砂黑陶,鼎,新石器时代龙山文化黑衣夹砂黑陶三足鼎
B890E4926F25447EABC294B971A2CC6D,新石器时代大汶口文化夹砂灰陶筒形杯,B890E4926F25447EABC294B971A2CC6D_0.jpg,器物为筒状直腹，口沿微侈，通体素面无纹饰，质地粗糙可见砂粒，呈深灰至黑褐色，属典型夹砂灰陶；形制简洁，为新石器时代中晚期常见筒形杯，与大汶口文化晚期至龙山文化早期同类器特征吻合，但因缺乏明确文化标识性特征（如彩绘、特殊耳足等），暂以较稳妥的‘新石器时代’定年代，文化归属存疑；器型明确为筒形杯。,新石器时代,,,筒形,夹砂灰陶,杯,新石器时代夹砂灰陶筒形杯
0e5c3f852987458b931bcf7a6cf40cf2,陶罐,0e5c3f852987458b931bcf7a6cf40cf2_0.jpg,观察到该陶器为新石器时代晚期典型遗存，展签明确标注‘龙山文化·陶罐’；器表可见明显绳纹与附加堆纹（肩部凸起带状堆纹），质地粗糙、含砂粒，呈红褐色；器身鼓腹、口微敛，两侧有对称竖耳（双耳），属典型夹砂红褐陶罐。,新石器时代晚期,龙山文化,绳纹、附加堆纹,双耳,夹砂红褐陶,罐,新石器时代晚期龙山文化绳纹附加堆纹夹砂红褐陶双耳罐
02C21DCB8C8040E7A3AD6BFA6CEACDB5,新石器时代大汶口文化陶瓶,02C21DCB8C8040E7A3AD6BFA6CEACDB5_0.jpg,器物为素面无纹饰，表面粗糙可见砂粒，呈灰褐色，属夹砂陶；器形细高，束颈、鼓腹、圈足，口沿外侈，整体轮廓近似瓶形，常见于新石器时代晚期山东地区大汶口文化晚期至龙山文化早期的盛贮类陶器；结合‘文物山东’水印及典型形制，暂定为大汶口文化末期或过渡阶段的素面夹砂灰褐陶瓶。,新石器时代,大汶口文化,,,夹砂灰褐陶,瓶,新石器时代大汶口文化夹砂灰褐陶瓶
0F1A2A824B414074821684E7C0C7D1CD,新石器时代龙山文化黄褐陶器盖（残）,0F1A2A824B414074821684E7C0C7D1CD_0.jpg,器物呈扁平弧形，表面素面无纹饰，质地细腻、颜色为黄褐色，应为泥质陶；形态符合器盖特征（残件），但无明确文化标识特征，结合龙山文化常见黄褐陶器盖形制及出土背景（原表定名提示），暂归入龙山文化；未见装饰与显著外形特征（如钮、齿等），仅具基本弧盖形。,新石器时代,龙山文化,,,泥质黄褐陶,器盖,新石器时代龙山文化泥质黄褐陶器盖
85A1393337EB44AB8761E799E5AB6ABE,新石器时代大汶口文化泥质彩陶豆形杯,85A1393337EB44AB8761E799E5AB6ABE_0.jpg,该器为红陶质地，表面可见明显彩绘几何纹（黑、白、红三色三角与斜线组合），器身呈敞口浅腹碗状，下接高圈足，属典型豆形结构；胎体较细腻无明显沙粒，应为泥质陶；纹饰风格与大汶口文化中晚期彩陶特征高度吻合（如青莲岗类型或大汶口中期彩陶豆），高柄豆形杯为该文化常见礼器。,新石器时代,大汶口文化,彩绘,高柄,泥质红陶,豆,新石器时代大汶口文化彩绘泥质红陶高柄豆
FA21348A1D97413294083904EAB2EAFE,新石器时代黑陶杯,FA21348A1D97413294083904EAB2EAFE_0.jpg,器物为残片，呈灰黑色，胎体较薄且表面光滑无明显沙粒，应为泥质灰陶或黑陶；器形似敞口、斜腹、小平底的杯状器，残存部分显示一侧有尖角状凸起（可能为流或耳残迹），但整体轮廓符合典型新石器时代晚期小型饮器特征；无可见纹饰或彩绘；结合山东地区考古背景及‘文物山东’水印，推测属龙山文化黑陶系统，常见此类素面磨光黑陶杯。,新石器时代,龙山文化,,,黑陶,杯,新石器时代龙山文化黑陶杯
98D8AD42FF3C49FC8E274C319D999984,新石器时代大汶口文化彩绘红陶背壶,98D8AD42FF3C49FC8E274C319D999984_0.jpg,陶器为红褐色，表面粗糙可见砂粒，属夹砂红褐陶；器身两侧有对称环形耳，颈部略收、口沿外侈呈花边状，腹部圆鼓，底部无足，整体为典型背壶造型；无明显彩绘、绳纹等装饰，仅见少量斑驳痕迹，应为素面；结合双耳、鼓腹、小平底及口沿特征，与大汶口文化中晚期背壶高度吻合。,新石器时代,大汶口文化,,双耳,夹砂红褐陶,背壶,新石器时代大汶口文化夹砂红褐陶双耳背壶
D5CC6EAC1762451DBB00877252152C06,新石器时代龙山文化红褐陶球,D5CC6EAC1762451DBB00877252152C06_0.jpg,该器物呈不规则球形，表面粗糙、可见砂粒，整体呈红褐色，无明显纹饰、附加堆纹或器耳等结构特征，应为夹砂红褐陶质地的实心陶球，常见于新石器时代晚期龙山文化遗址中作为儿童玩具、投掷器或祭祀用具。,新石器时代,龙山文化,,球形,夹砂红褐陶,球,新石器时代龙山文化夹砂红褐陶球形陶球
8E4AAB9855BC43B296ACFEDF9ADC7170,新石器时代龙山文化灰陶盆形鼎,8E4AAB9855BC43B296ACFEDF9ADC7170_0.jpg,器物为三足深腹敞口器，足部呈扁锥状并带镂孔，通体呈深灰黑色，表面粗糙可见砂粒，属夹砂陶；无明显纹饰，但整体形制符合龙山文化典型盆形鼎特征（浅腹、宽沿、三足略外撇且足根镂孔），年代与文化归属可合理推定为新石器时代晚期龙山文化。,新石器时代,龙山文化,镂孔,三足,夹砂黑陶,鼎,新石器时代龙山文化镂孔三足夹砂黑陶鼎
EAD251901CE146808A159D96053D56D0,新石器时代大汶口文化灰陶单耳杯,EAD251901CE146808A159D96053D56D0_0.jpg,器物为单耳、敞口、筒形腹、圈足略外撇，胎体较厚，表面粗糙可见砂粒，呈灰褐色，无明显纹饰或彩绘，整体风格质朴，符合大汶口文化晚期至龙山文化早期过渡阶段的夹砂灰陶单耳杯特征；但因缺乏典型纹饰（如划纹、附加堆纹）及明确文化标识，文化归属存疑，暂依常见定名惯例参考‘大汶口文化’，然更稳妥应保留文化项为空。,新石器时代,,,单耳,夹砂灰陶,杯,新石器时代夹砂灰陶单耳杯
6DC520CEFF8B469E96C99793F6C20555,新石器时代大汶口文化黑衣褐陶瓮,6DC520CEFF8B469E96C99793F6C20555_0.jpg,器身呈鼓腹、小口、矮颈、平底，两侧有对称小耳（残存），表面粗糙可见砂粒，整体呈灰褐色，局部残留白色或浅色涂层（疑似黑衣剥落后露出胎体），无明显绳纹、彩绘等装饰；形制与大汶口文化晚期至龙山文化早期的夹砂褐陶瓮相似，但黑衣特征不完整，更倾向为夹砂褐陶而非典型黑衣陶。,新石器时代,大汶口文化,,双耳,夹砂褐陶,瓮,新石器时代大汶口文化夹砂褐陶双耳瓮
6ED95495D4AE49D682C20A0261844C2E,新石器时代龙山文化黑陶背壶,6ED95495D4AE49D682C20A0261844C2E_0.jpg,器物呈深黑色，表面无明显纹饰或彩绘，质地致密细腻，应为轮制黑陶；器形为小口、束颈、鼓腹、下收成矮足，口沿不规整呈多边形（似手工捏塑或修整所致），整体近似小型容器，符合龙山文化典型黑陶杯或小罐特征，但更接近‘杯’类饮器形态；结合龙山文化黑陶工艺高度发达、常见素面磨光黑陶杯的考古背景，暂定为黑陶杯。,新石器时代,龙山文化,,口沿不规整,黑陶,杯,新石器时代龙山文化黑陶口沿不规整杯
40530DBB63BF47E79E6F41AEB4283F5B,新石器时代大汶口文化灰陶环,40530DBB63BF47E79E6F41AEB4283F5B_0.jpg,该器物为一小段弧形残片，表面光滑无明显纹饰或沙粒，呈浅灰白色，质地致密，推测为泥质灰陶；形态为环状截段，常见于新石器时代大汶口文化出土的陶环类装饰品或纺轮残件。,新石器时代,大汶口文化,,环状,泥质灰陶,环,新石器时代大汶口文化泥质灰陶环
A97EC58A919940A0A993F608663FF8D6,新石器时代大汶口文化灰陶盉,A97EC58A919940A0A993F608663FF8D6_0.jpg,器身呈红褐色，表面粗糙可见砂粒，为夹砂红褐陶；有明显长流（喙状流），口沿外侈呈喇叭形，颈部较细、腹部鼓圆，属典型盉形器；无明显纹饰或彩绘；整体风格与大汶口文化中晚期陶盉特征高度吻合（如青莲岗遗址、大汶口墓葬出土同类器），年代属新石器时代中晚期。,新石器时代,大汶口文化,,长流、喇叭口,夹砂红褐陶,盉,新石器时代大汶口文化夹砂红褐陶长流喇叭口盉
C8414046B7EB4B34A5047A13E2CF7A15,新石器时代黑陶单耳壶,C8414046B7EB4B34A5047A13E2CF7A15_0.jpg,器物为灰黑色陶质，表面粗糙可见砂粒，应为夹砂灰陶；口沿一侧有明显单耳（残损但可辨），器身呈鼓腹、束颈、小平底形态，属典型单耳壶形制；无明显纹饰或彩绘，整体风格朴素，符合新石器时代晚期黄河中下游地区常见陶器特征，但文化归属不明确，暂不强定具体文化。,新石器时代,,,单耳,夹砂灰陶,壶,新石器时代夹砂灰陶单耳壶
21BA5FBAB5AB4BC58188278AF381105A,新石器时代大汶口文化夹砂灰陶漏器,21BA5FBAB5AB4BC58188278AF381105A_0.jpg,器物为小型敞口浅腹碗状，胎体粗糙可见砂粒，呈红褐色（非灰陶），内壁残留黑色焦垢，外壁无明显纹饰或附加装饰；形制简单，属实用炊煮或盛食器，结合其夹砂红褐质地与新石器时代中晚期常见特征，推测为大汶口文化时期遗存，但无典型纹饰或特殊造型，通称为‘钵’或‘小碗’；原表称‘漏器’缺乏孔洞证据，应为误判。,新石器时代,大汶口文化,,,夹砂红褐陶,钵,新石器时代大汶口文化夹砂红褐陶钵
8B11790479E34673867443DB611B2875,新石器时代龙山文化黑灰陶器,8B11790479E34673867443DB611B2875_0.jpg,该陶片呈橙红色，质地较粗糙可见砂粒，应为夹砂红陶；表面有清晰的压印纹饰，呈放射状排列的细密平行线纹（类似篦点纹或刻划梳齿纹），属典型龙山文化晚期常见装饰；器形残片呈尖锥状凸起，似为器盖钮或器足顶端部分，但整体轮廓近似三角锥形，结合龙山文化常见器类及形态特征，推测为器盖钮或小型鼎/鬲足残件；综合判断为新石器时代晚期龙山文化遗物。,新石器时代,龙山文化,刻划梳齿纹,锥形钮,夹砂红陶,器盖钮,新石器时代龙山文化刻划梳齿纹夹砂红陶锥形钮
8C5FAEF57E39482AA042C4A53DA6EBAF,新石器时代龙山文化黑褐陶盖罐,8C5FAEF57E39482AA042C4A53DA6EBAF_0.jpg,器物为带盖小罐，通体呈黑褐色，表面粗糙可见砂粒，属夹砂陶；无明显彩绘、绳纹或附加堆纹等装饰，仅见自然烧成色差与使用磨损痕迹；器形矮胖、鼓腹、敛口、带覆碗式盖，为典型储藏用盖罐；结合形制与质地特征，符合龙山文化晚期常见夹砂黑褐陶盖罐风格。,新石器时代,龙山文化,,带盖,夹砂黑褐陶,罐,新石器时代龙山文化夹砂黑褐陶带盖罐
9BE04E18B5594C95BB0FCB50D8E74AD8,新石器时代龙山文化黑陶薄胎高柄杯,9BE04E18B5594C95BB0FCB50D8E74AD8_0.jpg,器身呈深黑色，胎体较薄，高柄部具明显竹节状凸棱（即‘竹节筒’特征），无彩绘或绳纹等装饰，属典型龙山文化黑陶工艺；结合高柄、浅盘口、竹节状柄部形态，应为高柄杯类器物。,新石器时代,龙山文化,,竹节筒高柄,黑陶,杯,新石器时代龙山文化黑陶竹节筒高柄杯
3BF1C86FA5D9434E932CD072B2E90033,新石器时代黑陶罐,3BF1C86FA5D9434E932CD072B2E90033_0.jpg,器物通体呈深灰至黑色，表面光滑无明显沙粒，属典型黑陶质地；器形为小口、鼓腹、矮圈足，腹部微鼓，颈部略收，无耳、无足、无明显装饰纹样，整体素面，符合龙山文化晚期典型黑陶罐特征。,新石器时代,龙山文化,,,黑陶,罐,新石器时代龙山文化黑陶罐
C02989C894AE4033AB7089FE3A9A9A4D,新石器时代龙山文化褐陶器物盖,C02989C894AE4033AB7089FE3A9A9A4D_0.jpg,器物为小型浅腹碗状，底部有矮圈足，表面呈灰黑与浅灰白相间，质地致密细腻无明显沙粒，应为泥质陶；内外壁可见火照痕迹或烧成不均导致的色斑，无明确纹饰或彩绘；形制类似龙山文化常见小陶钵或小碗，但盖形特征不显著（非覆钵式盖、无钮），更倾向为敞口小碗或盏；结合龙山文化晚期典型泥质灰陶小件器物特征，暂定为龙山文化泥质灰陶小碗。,新石器时代,龙山文化,,矮圈足,泥质灰陶,碗,新石器时代龙山文化泥质灰陶矮圈足碗
78A30BF5E6D54C0787B56FEB313F3F25,新石器时代大汶口文化褐陶盌,78A30BF5E6D54C0787B56FEB313F3F25_0.jpg,器物为深灰色陶质，表面无明显沙粒，质地细腻，应为泥质灰陶；器形为敞口、斜腹、小圈足的浅碗状，属典型盌（碗）类；通体素面无纹饰，无彩绘、绳纹等装饰；器身有多处裂痕并有白色修补痕迹，但不影响原始质地判断；整体风格简洁，符合新石器时代晚期至夏商之际常见日用陶盌特征，但缺乏明确文化标识性特征（如大汶口彩陶、龙山黑陶薄胎等），故文化归属暂不确指，仅据形制与质地保守定为新石器时代晚期或夏商早期。,新石器时代晚期,,,,泥质灰陶,盌,新石器时代晚期泥质灰陶盌
20F6EBDDBF93400DB7A5F31989AFB74C,新石器时代大汶口文化泥质灰陶背水壶,20F6EBDDBF93400DB7A5F31989AFB74C_0.jpg,器身呈小口、束颈、鼓腹、下收的筒形，两侧对称设双耳（耳上有穿孔），胎体较薄、表面相对光滑无明显沙粒，呈浅灰褐色，属泥质陶；形制与大汶口文化常见小型双耳壶（或称背水壶）高度吻合，无明显纹饰。,新石器时代,大汶口文化,,双耳,泥质灰陶,壶,新石器时代大汶口文化泥质灰陶双耳壶
F4D1ED8D6AEE4083BACE74623EBB4218,新石器时代龙山文化黑陶盆,F4D1ED8D6AEE4083BACE74623EBB4218_0.jpg,器物为敞口、深腹、圜底或平底的盆形器，外壁下半部施黑色陶衣（黑衣），上半部为浅色胎体（白陶或浅灰陶胎），表面无明显纹饰，质地细腻无砂粒，属典型龙山文化黑陶工艺特征；结合山东地区出土同类器，可判定为龙山文化晚期泥质黑陶盆。,新石器时代,龙山文化,黑衣,,泥质白陶（胎）黑衣陶（表）,盆,新石器时代龙山文化黑衣泥质白陶盆
979E3C901DE44FBC9184F19380E93BDB,新石器时代大汶口文化灰陶镂孔豆,979E3C901DE44FBC9184F19380E93BDB_0.jpg,器物为高柄浅盘形，圈足底部有明显镂孔，胎体呈灰褐色、质地较粗疏可见砂粒，属夹砂灰陶；整体形制符合新石器时代晚期大汶口文化至龙山文化过渡阶段典型豆类器特征，尤其镂孔高柄豆在大汶口文化中常见。,新石器时代,大汶口文化,镂孔,高柄,夹砂灰陶,豆,新石器时代大汶口文化镂孔高柄夹砂灰陶豆
176feb66f389486f8e7c268fc7c14e60,新石器时代大汶口文化白陶杯,176feb66f389486f8e7c268fc7c14e60_0.jpg,器物为浅黄褐色陶质，表面粗糙可见明显砂粒，属夹砂陶；器身呈筒状，上部微侈口，下承高圈足，整体形制近似高柄杯或筒形杯；口沿内侧可见数个规则小孔，应为镂孔装饰；无彩绘、绳纹等其他纹饰；该类夹砂黄褐陶镂孔高圈足杯在大汶口文化中较常见，但白陶特征不显著（白陶通常胎体细腻、色泽洁白如瓷），故排除‘白陶’判断。,新石器时代,大汶口文化,镂孔,高圈足,夹砂黄褐陶,杯,新石器时代大汶口文化镂孔高圈足夹砂黄褐陶杯
af6ec5cd7a02487a8ad6908831af8bc8,新石器时代龙山文化白陶鬶,af6ec5cd7a02487a8ad6908831af8bc8_0.jpg,该器为三足、带流、单鋬（把手）、尖底或近尖底的炊器，典型鬶形制；胎体较薄、表面打磨光滑、呈乳白至浅黄白色，属白陶；流部残缺但形态清晰，三足为锥形实足，整体风格符合龙山文化晚期白陶鬶特征，无明显纹饰。,新石器时代,龙山文化,,三足、带流、单鋬,白陶,鬶,新石器时代龙山文化白陶三足带流单鋬鬶
